atom,gamma_code,code_length,formula_length,length_match,translation,derivative,expected_derivative,derivative_match,closed_disk_image_bound,common_compact_containment,global_prefix_free,inventory_tags,inventory_filter_stage,candidate_target_calls
2465,00000000000100110100001,23,23,True,364545/16777216,1/8388608,1/8388608,True,364547/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2466,00000000000100110100010,23,23,True,-3829759/16777216,1/8388608,1/8388608,True,3829761/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
2467,00000000000100110100011,23,23,True,4558849/16777216,1/8388608,1/8388608,True,4558851/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
2468,00000000000100110100100,23,23,True,-5926911/16777216,1/8388608,1/8388608,True,5926913/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2469,00000000000100110100101,23,23,True,2461697/16777216,1/8388608,1/8388608,True,2461699/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2470,00000000000100110100110,23,23,True,-1732607/16777216,1/8388608,1/8388608,True,1732609/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2471,00000000000100110100111,23,23,True,6656001/16777216,1/8388608,1/8388608,True,6656003/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2472,00000000000100110101000,23,23,True,-6975487/16777216,1/8388608,1/8388608,True,6975489/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2473,00000000000100110101001,23,23,True,1413121/16777216,1/8388608,1/8388608,True,1413123/16777216,True,True,prime_evaluator|all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
2474,00000000000100110101010,23,23,True,-2781183/16777216,1/8388608,1/8388608,True,2781185/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
2475,00000000000100110101011,23,23,True,5607425/16777216,1/8388608,1/8388608,True,5607427/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2476,00000000000100110101100,23,23,True,-4878335/16777216,1/8388608,1/8388608,True,4878337/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2477,00000000000100110101101,23,23,True,3510273/16777216,1/8388608,1/8388608,True,3510275/16777216,True,True,prime_evaluator|all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
2478,00000000000100110101110,23,23,True,-684031/16777216,1/8388608,1/8388608,True,684033/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2479,00000000000100110101111,23,23,True,7704577/16777216,1/8388608,1/8388608,True,7704579/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
2480,00000000000100110110000,23,23,True,-7499775/16777216,1/8388608,1/8388608,True,7499777/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2481,00000000000100110110001,23,23,True,888833/16777216,1/8388608,1/8388608,True,888835/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2482,00000000000100110110010,23,23,True,-3305471/16777216,1/8388608,1/8388608,True,3305473/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2483,00000000000100110110011,23,23,True,5083137/16777216,1/8388608,1/8388608,True,5083139/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2484,00000000000100110110100,23,23,True,-5402623/16777216,1/8388608,1/8388608,True,5402625/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2485,00000000000100110110101,23,23,True,2985985/16777216,1/8388608,1/8388608,True,2985987/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2486,00000000000100110110110,23,23,True,-1208319/16777216,1/8388608,1/8388608,True,1208321/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
2487,00000000000100110110111,23,23,True,7180289/16777216,1/8388608,1/8388608,True,7180291/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
2488,00000000000100110111000,23,23,True,-6451199/16777216,1/8388608,1/8388608,True,6451201/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
2489,00000000000100110111001,23,23,True,1937409/16777216,1/8388608,1/8388608,True,1937411/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2490,00000000000100110111010,23,23,True,-2256895/16777216,1/8388608,1/8388608,True,2256897/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2491,00000000000100110111011,23,23,True,6131713/16777216,1/8388608,1/8388608,True,6131715/16777216,True,True,all_integer_control|matched_density_seeded_random|matched_density_hash,post_freeze_evaluator,0
2492,00000000000100110111100,23,23,True,-4354047/16777216,1/8388608,1/8388608,True,4354049/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2493,00000000000100110111101,23,23,True,4034561/16777216,1/8388608,1/8388608,True,4034563/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2494,00000000000100110111110,23,23,True,-159743/16777216,1/8388608,1/8388608,True,159745/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2495,00000000000100110111111,23,23,True,8228865/16777216,1/8388608,1/8388608,True,8228867/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2496,00000000000100111000000,23,23,True,-8155135/16777216,1/8388608,1/8388608,True,8155137/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2497,00000000000100111000001,23,23,True,233473/16777216,1/8388608,1/8388608,True,233475/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
2498,00000000000100111000010,23,23,True,-3960831/16777216,1/8388608,1/8388608,True,3960833/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2499,00000000000100111000011,23,23,True,4427777/16777216,1/8388608,1/8388608,True,4427779/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2500,00000000000100111000100,23,23,True,-6057983/16777216,1/8388608,1/8388608,True,6057985/16777216,True,True,square_control|all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
2501,00000000000100111000101,23,23,True,2330625/16777216,1/8388608,1/8388608,True,2330627/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2502,00000000000100111000110,23,23,True,-1863679/16777216,1/8388608,1/8388608,True,1863681/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
2503,00000000000100111000111,23,23,True,6524929/16777216,1/8388608,1/8388608,True,6524931/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2504,00000000000100111001000,23,23,True,-7106559/16777216,1/8388608,1/8388608,True,7106561/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2505,00000000000100111001001,23,23,True,1282049/16777216,1/8388608,1/8388608,True,1282051/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2506,00000000000100111001010,23,23,True,-2912255/16777216,1/8388608,1/8388608,True,2912257/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2507,00000000000100111001011,23,23,True,5476353/16777216,1/8388608,1/8388608,True,5476355/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
2508,00000000000100111001100,23,23,True,-5009407/16777216,1/8388608,1/8388608,True,5009409/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2509,00000000000100111001101,23,23,True,3379201/16777216,1/8388608,1/8388608,True,3379203/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
2510,00000000000100111001110,23,23,True,-815103/16777216,1/8388608,1/8388608,True,815105/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2511,00000000000100111001111,23,23,True,7573505/16777216,1/8388608,1/8388608,True,7573507/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2512,00000000000100111010000,23,23,True,-7630847/16777216,1/8388608,1/8388608,True,7630849/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
2513,00000000000100111010001,23,23,True,757761/16777216,1/8388608,1/8388608,True,757763/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2514,00000000000100111010010,23,23,True,-3436543/16777216,1/8388608,1/8388608,True,3436545/16777216,True,True,all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
2515,00000000000100111010011,23,23,True,4952065/16777216,1/8388608,1/8388608,True,4952067/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2516,00000000000100111010100,23,23,True,-5533695/16777216,1/8388608,1/8388608,True,5533697/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2517,00000000000100111010101,23,23,True,2854913/16777216,1/8388608,1/8388608,True,2854915/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2518,00000000000100111010110,23,23,True,-1339391/16777216,1/8388608,1/8388608,True,1339393/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2519,00000000000100111010111,23,23,True,7049217/16777216,1/8388608,1/8388608,True,7049219/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2520,00000000000100111011000,23,23,True,-6582271/16777216,1/8388608,1/8388608,True,6582273/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
2521,00000000000100111011001,23,23,True,1806337/16777216,1/8388608,1/8388608,True,1806339/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2522,00000000000100111011010,23,23,True,-2387967/16777216,1/8388608,1/8388608,True,2387969/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2523,00000000000100111011011,23,23,True,6000641/16777216,1/8388608,1/8388608,True,6000643/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2524,00000000000100111011100,23,23,True,-4485119/16777216,1/8388608,1/8388608,True,4485121/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2525,00000000000100111011101,23,23,True,3903489/16777216,1/8388608,1/8388608,True,3903491/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
2526,00000000000100111011110,23,23,True,-290815/16777216,1/8388608,1/8388608,True,290817/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2527,00000000000100111011111,23,23,True,8097793/16777216,1/8388608,1/8388608,True,8097795/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2528,00000000000100111100000,23,23,True,-7892991/16777216,1/8388608,1/8388608,True,7892993/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
2529,00000000000100111100001,23,23,True,495617/16777216,1/8388608,1/8388608,True,495619/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2530,00000000000100111100010,23,23,True,-3698687/16777216,1/8388608,1/8388608,True,3698689/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2531,00000000000100111100011,23,23,True,4689921/16777216,1/8388608,1/8388608,True,4689923/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2532,00000000000100111100100,23,23,True,-5795839/16777216,1/8388608,1/8388608,True,5795841/16777216,True,True,all_integer_control|matched_density_seeded_random|matched_density_hash,post_freeze_evaluator,0
2533,00000000000100111100101,23,23,True,2592769/16777216,1/8388608,1/8388608,True,2592771/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2534,00000000000100111100110,23,23,True,-1601535/16777216,1/8388608,1/8388608,True,1601537/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2535,00000000000100111100111,23,23,True,6787073/16777216,1/8388608,1/8388608,True,6787075/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2536,00000000000100111101000,23,23,True,-6844415/16777216,1/8388608,1/8388608,True,6844417/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2537,00000000000100111101001,23,23,True,1544193/16777216,1/8388608,1/8388608,True,1544195/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2538,00000000000100111101010,23,23,True,-2650111/16777216,1/8388608,1/8388608,True,2650113/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2539,00000000000100111101011,23,23,True,5738497/16777216,1/8388608,1/8388608,True,5738499/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
2540,00000000000100111101100,23,23,True,-4747263/16777216,1/8388608,1/8388608,True,4747265/16777216,True,True,all_integer_control|matched_density_seeded_random|matched_density_hash,post_freeze_evaluator,0
2541,00000000000100111101101,23,23,True,3641345/16777216,1/8388608,1/8388608,True,3641347/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2542,00000000000100111101110,23,23,True,-552959/16777216,1/8388608,1/8388608,True,552961/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
2543,00000000000100111101111,23,23,True,7835649/16777216,1/8388608,1/8388608,True,7835651/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2544,00000000000100111110000,23,23,True,-7368703/16777216,1/8388608,1/8388608,True,7368705/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2545,00000000000100111110001,23,23,True,1019905/16777216,1/8388608,1/8388608,True,1019907/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2546,00000000000100111110010,23,23,True,-3174399/16777216,1/8388608,1/8388608,True,3174401/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2547,00000000000100111110011,23,23,True,5214209/16777216,1/8388608,1/8388608,True,5214211/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2548,00000000000100111110100,23,23,True,-5271551/16777216,1/8388608,1/8388608,True,5271553/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2549,00000000000100111110101,23,23,True,3117057/16777216,1/8388608,1/8388608,True,3117059/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2550,00000000000100111110110,23,23,True,-1077247/16777216,1/8388608,1/8388608,True,1077249/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2551,00000000000100111110111,23,23,True,7311361/16777216,1/8388608,1/8388608,True,7311363/16777216,True,True,prime_evaluator|all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
2552,00000000000100111111000,23,23,True,-6320127/16777216,1/8388608,1/8388608,True,6320129/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2553,00000000000100111111001,23,23,True,2068481/16777216,1/8388608,1/8388608,True,2068483/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2554,00000000000100111111010,23,23,True,-2125823/16777216,1/8388608,1/8388608,True,2125825/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2555,00000000000100111111011,23,23,True,6262785/16777216,1/8388608,1/8388608,True,6262787/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
2556,00000000000100111111100,23,23,True,-4222975/16777216,1/8388608,1/8388608,True,4222977/16777216,True,True,all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
2557,00000000000100111111101,23,23,True,4165633/16777216,1/8388608,1/8388608,True,4165635/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2558,00000000000100111111110,23,23,True,-28671/16777216,1/8388608,1/8388608,True,28673/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2559,00000000000100111111111,23,23,True,8359937/16777216,1/8388608,1/8388608,True,8359939/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2560,00000000000101000000000,23,23,True,-8368127/16777216,1/8388608,1/8388608,True,8368129/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
2561,00000000000101000000001,23,23,True,20481/16777216,1/8388608,1/8388608,True,20483/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2562,00000000000101000000010,23,23,True,-4173823/16777216,1/8388608,1/8388608,True,4173825/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2563,00000000000101000000011,23,23,True,4214785/16777216,1/8388608,1/8388608,True,4214787/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2564,00000000000101000000100,23,23,True,-6270975/16777216,1/8388608,1/8388608,True,6270977/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2565,00000000000101000000101,23,23,True,2117633/16777216,1/8388608,1/8388608,True,2117635/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
2566,00000000000101000000110,23,23,True,-2076671/16777216,1/8388608,1/8388608,True,2076673/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2567,00000000000101000000111,23,23,True,6311937/16777216,1/8388608,1/8388608,True,6311939/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2568,00000000000101000001000,23,23,True,-7319551/16777216,1/8388608,1/8388608,True,7319553/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2569,00000000000101000001001,23,23,True,1069057/16777216,1/8388608,1/8388608,True,1069059/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
2570,00000000000101000001010,23,23,True,-3125247/16777216,1/8388608,1/8388608,True,3125249/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2571,00000000000101000001011,23,23,True,5263361/16777216,1/8388608,1/8388608,True,5263363/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2572,00000000000101000001100,23,23,True,-5222399/16777216,1/8388608,1/8388608,True,5222401/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2573,00000000000101000001101,23,23,True,3166209/16777216,1/8388608,1/8388608,True,3166211/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
2574,00000000000101000001110,23,23,True,-1028095/16777216,1/8388608,1/8388608,True,1028097/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2575,00000000000101000001111,23,23,True,7360513/16777216,1/8388608,1/8388608,True,7360515/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
2576,00000000000101000010000,23,23,True,-7843839/16777216,1/8388608,1/8388608,True,7843841/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
2577,00000000000101000010001,23,23,True,544769/16777216,1/8388608,1/8388608,True,544771/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
2578,00000000000101000010010,23,23,True,-3649535/16777216,1/8388608,1/8388608,True,3649537/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2579,00000000000101000010011,23,23,True,4739073/16777216,1/8388608,1/8388608,True,4739075/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
2580,00000000000101000010100,23,23,True,-5746687/16777216,1/8388608,1/8388608,True,5746689/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2581,00000000000101000010101,23,23,True,2641921/16777216,1/8388608,1/8388608,True,2641923/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2582,00000000000101000010110,23,23,True,-1552383/16777216,1/8388608,1/8388608,True,1552385/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
2583,00000000000101000010111,23,23,True,6836225/16777216,1/8388608,1/8388608,True,6836227/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
2584,00000000000101000011000,23,23,True,-6795263/16777216,1/8388608,1/8388608,True,6795265/16777216,True,True,fibonacci_control|all_integer_control|matched_density_seeded_random|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
2585,00000000000101000011001,23,23,True,1593345/16777216,1/8388608,1/8388608,True,1593347/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2586,00000000000101000011010,23,23,True,-2600959/16777216,1/8388608,1/8388608,True,2600961/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2587,00000000000101000011011,23,23,True,5787649/16777216,1/8388608,1/8388608,True,5787651/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2588,00000000000101000011100,23,23,True,-4698111/16777216,1/8388608,1/8388608,True,4698113/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2589,00000000000101000011101,23,23,True,3690497/16777216,1/8388608,1/8388608,True,3690499/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2590,00000000000101000011110,23,23,True,-503807/16777216,1/8388608,1/8388608,True,503809/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2591,00000000000101000011111,23,23,True,7884801/16777216,1/8388608,1/8388608,True,7884803/16777216,True,True,prime_evaluator|all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
2592,00000000000101000100000,23,23,True,-8105983/16777216,1/8388608,1/8388608,True,8105985/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2593,00000000000101000100001,23,23,True,282625/16777216,1/8388608,1/8388608,True,282627/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
2594,00000000000101000100010,23,23,True,-3911679/16777216,1/8388608,1/8388608,True,3911681/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2595,00000000000101000100011,23,23,True,4476929/16777216,1/8388608,1/8388608,True,4476931/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2596,00000000000101000100100,23,23,True,-6008831/16777216,1/8388608,1/8388608,True,6008833/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
2597,00000000000101000100101,23,23,True,2379777/16777216,1/8388608,1/8388608,True,2379779/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2598,00000000000101000100110,23,23,True,-1814527/16777216,1/8388608,1/8388608,True,1814529/16777216,True,True,all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
2599,00000000000101000100111,23,23,True,6574081/16777216,1/8388608,1/8388608,True,6574083/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
2600,00000000000101000101000,23,23,True,-7057407/16777216,1/8388608,1/8388608,True,7057409/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2601,00000000000101000101001,23,23,True,1331201/16777216,1/8388608,1/8388608,True,1331203/16777216,True,True,square_control|all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
2602,00000000000101000101010,23,23,True,-2863103/16777216,1/8388608,1/8388608,True,2863105/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
2603,00000000000101000101011,23,23,True,5525505/16777216,1/8388608,1/8388608,True,5525507/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2604,00000000000101000101100,23,23,True,-4960255/16777216,1/8388608,1/8388608,True,4960257/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2605,00000000000101000101101,23,23,True,3428353/16777216,1/8388608,1/8388608,True,3428355/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2606,00000000000101000101110,23,23,True,-765951/16777216,1/8388608,1/8388608,True,765953/16777216,True,True,all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
2607,00000000000101000101111,23,23,True,7622657/16777216,1/8388608,1/8388608,True,7622659/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2608,00000000000101000110000,23,23,True,-7581695/16777216,1/8388608,1/8388608,True,7581697/16777216,True,True,all_integer_control|matched_density_seeded_random|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
2609,00000000000101000110001,23,23,True,806913/16777216,1/8388608,1/8388608,True,806915/16777216,True,True,prime_evaluator|all_integer_control|matched_density_hash,post_freeze_evaluator,0
2610,00000000000101000110010,23,23,True,-3387391/16777216,1/8388608,1/8388608,True,3387393/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
2611,00000000000101000110011,23,23,True,5001217/16777216,1/8388608,1/8388608,True,5001219/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2612,00000000000101000110100,23,23,True,-5484543/16777216,1/8388608,1/8388608,True,5484545/16777216,True,True,all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
2613,00000000000101000110101,23,23,True,2904065/16777216,1/8388608,1/8388608,True,2904067/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2614,00000000000101000110110,23,23,True,-1290239/16777216,1/8388608,1/8388608,True,1290241/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
2615,00000000000101000110111,23,23,True,7098369/16777216,1/8388608,1/8388608,True,7098371/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2616,00000000000101000111000,23,23,True,-6533119/16777216,1/8388608,1/8388608,True,6533121/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2617,00000000000101000111001,23,23,True,1855489/16777216,1/8388608,1/8388608,True,1855491/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
2618,00000000000101000111010,23,23,True,-2338815/16777216,1/8388608,1/8388608,True,2338817/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
2619,00000000000101000111011,23,23,True,6049793/16777216,1/8388608,1/8388608,True,6049795/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
2620,00000000000101000111100,23,23,True,-4435967/16777216,1/8388608,1/8388608,True,4435969/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
2621,00000000000101000111101,23,23,True,3952641/16777216,1/8388608,1/8388608,True,3952643/16777216,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
2622,00000000000101000111110,23,23,True,-241663/16777216,1/8388608,1/8388608,True,241665/16777216,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
2623,00000000000101000111111,23,23,True,8146945/16777216,1/8388608,1/8388608,True,8146947/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2624,00000000000101001000000,23,23,True,-8237055/16777216,1/8388608,1/8388608,True,8237057/16777216,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
2625,00000000000101001000001,23,23,True,151553/16777216,1/8388608,1/8388608,True,151555/16777216,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
2626,00000000000101001000010,23,23,True,-4042751/16777216,1/8388608,1/8388608,True,4042753/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2627,00000000000101001000011,23,23,True,4345857/16777216,1/8388608,1/8388608,True,4345859/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2628,00000000000101001000100,23,23,True,-6139903/16777216,1/8388608,1/8388608,True,6139905/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2629,00000000000101001000101,23,23,True,2248705/16777216,1/8388608,1/8388608,True,2248707/16777216,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
2630,00000000000101001000110,23,23,True,-1945599/16777216,1/8388608,1/8388608,True,1945601/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2631,00000000000101001000111,23,23,True,6443009/16777216,1/8388608,1/8388608,True,6443011/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2632,00000000000101001001000,23,23,True,-7188479/16777216,1/8388608,1/8388608,True,7188481/16777216,True,True,all_integer_control,post_freeze_evaluator,0
2633,00000000000101001001001,23,23,True,1200129/16777216,1/8388608,1/8388608,True,1200131/16777216,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
